Kp_real;Bz_GSM;Density;Speed;Magnitud_IMF
0,333;0,278387406;0,453079063;-1,224727443;-0,802977563
0,333;-0,49963094;0,412799018;-1,254481437;-0,835842914
0,333;-0,398150286;0,29195888;-1,294153429;-0,901573616
0,667;-0,12753521;0,352378949;-1,274317433;-1,131631071
0,667;-0,533457825;0,432939041;-1,224727443;-1,065900369
0,667;0,176906752;0,533639155;-1,194973449;-1,000169668
0,333;0,278387406;0,63433927;-1,14538346;-0,802977563
0,333;0,718136905;0,936439614;-1,14538346;-0,67151616
0,333;0,853444444;0,896159568;-1,155301457;-0,802977563
0,01;-0,262842748;0,63433927;-1,105711468;-0,737246862
0,01;-0,330496517;0,110698674;-1,115629466;-0,408593354
0,01;-0,262842748;0,171118743;-1,135465462;-0,408593354
0,333;0,007772329;0,130838697;-1,175137453;-0,309997301
0,333;0,650483136;0,191258765;-1,204891447;-0,375728003
0,333;0,75196379;0,312098903;-1,224727443;-0,507189406
0;0,549002482;0,453079063;-1,244563439;-0,572920108
0;0,853444444;0,412799018;-1,274317433;-0,540054757
0;1,191713289;0,412799018;-1,284235431;-0,704381511
0;0,988751982;0,070418628;-1,284235431;-0,737246862
0;0,718136905;0,050278605;-1,254481437;-0,868708265
0;0,75196379;0,15097872;-1,274317433;-0,967304317
0,333;0,075426098;0,191258765;-1,214809445;-0,901573616
0,333;0,007772329;0,432939041;-1,224727443;-0,901573616
0,333;-0,026054556;0,453079063;-1,155301457;-0,901573616
0,667;-0,026054556;0,533639155;-1,105711468;-1,000169668
0,667;-0,364323402;0,453079063;-1,066039476;-1,000169668
0,667;-0,05988144;0,352378949;-1,105711468;-0,868708265
0,02;0,041599213;0,332238926;-1,125547464;-0,835842914
0,02;-0,330496517;0,63433927;-1,056121478;-0,934438966
0,02;0,143079867;1,46008021;-0,9470235;-0,868708265
1,667;1,496155251;0,936439614;-0,867679517;-0,178535898
1,667;-0,567284709;1,016999705;-0,857761519;-0,507189406
1,667;0,549002482;1,178119889;-0,867679517;-0,441458705
0,667;1,022578866;1,157979866;-0,867679517;-0,441458705
0,667;0,447521829;1,339240072;-0,837925523;-0,441458705
0,667;0,650483136;1,500360256;-0,818089527;-0,014209144
0,01;1,191713289;1,097559797;-0,728827545;0,445905767
0,01;0,007772329;0,916299591;-0,728827545;0,544501819
0,01;0,109252983;0,432939041;-0,728827545;0,675963222
0,01;0,650483136;0,130838697;-0,708991549;0,807424625
0,01;0,988751982;0,171118743;-0,708991549;0,774559274
0,01;-1,040861093;-0,030281487;-0,629647566;0,741693924
1,333;-1,446783708;-0,110841579;-0,65940156;0,708828573
1,333;-1,446783708;-0,030281487;-0,679237556;0,675963222
1,333;-1,007034209;0,352378949;-0,649483562;0,314444364
1,667;-0,533457825;0,392658995;-0,65940156;0,15011761
1,667;-1,074687978;0,614199247;-0,619729568;0,084386908
1,667;-0,330496517;0,97671966;-0,530467586;0,018656206
1,333;-0,702592248;0,835739499;-0,490795594;-0,145670548
1,333;-0,431977171;0,513499132;-0,500713592;-0,211401249
1,333;0,346041175;0,392658995;-0,411451611;-0,605785458
0,667;0,379868059;0,29195888;-0,381697617;-0,868708265
0,667;0,75196379;0,15097872;-0,421369609;-0,572920108
0,667;0,549002482;0,15097872;-0,371779619;-0,540054757
0,01;0,31221429;-0,010141464;-0,431287607;-0,704381511
0,01;0,549002482;0,030138582;-0,381697617;-0,638650809
0,01;0,143079867;-0,231681716;-0,421369609;-0,474324055
1,333;-0,49963094;-0,171261647;-0,391615615;-0,737246862
1,333;0,007772329;-0,412941922;-0,401533613;-0,507189406
1,333;-0,093708325;-0,372661877;-0,480877596;-0,605785458
0,01;-0,05988144;-0,332381831;-0,451123603;-0,474324055
0,01;-0,05988144;-0,372661877;-0,500713592;-0,540054757
0,01;-0,093708325;-0,674762221;-0,470959599;-0,309997301
0,333;0,041599213;-0,372661877;-0,540385584;-0,540054757
0,333;0,176906752;-0,3928019;-0,540385584;-0,572920108
0,333;0,379868059;-0,53378206;-0,421369609;-0,507189406
0;0,447521829;-0,735182289;-0,332107627;-0,309997301
0;0,447521829;-0,795602358;-0,242845646;-0,277131951
0;0,515175598;-0,815742381;-0,262681641;-0,342862652
0,333;0,244560521;-0,815742381;-0,381697617;-0,441458705
0,333;0,210733636;-0,755322312;-0,401533613;-0,605785458
0,333;0,007772329;-0,956722542;-0,441205605;-0,704381511
0,667;0,007772329;-0,87616245;-0,451123603;-0,638650809
0,667;-0,05988144;-0,896302473;-0,470959599;-0,67151616
0,667;-0,262842748;-0,835882404;-0,51063159;-0,737246862
0,667;-0,195188979;-0,735182289;-0,520549588;-0,770112212
0,667;-0,195188979;-0,755322312;-0,570139578;-0,835842914
0,667;-0,161362094;-0,795602358;-0,639565564;-0,868708265
0,667;0,176906752;-0,735182289;-0,60981157;-0,802977563
0,667;0,075426098;-0,87616245;-0,639565564;-0,737246862
0,667;-0,161362094;-0,473361991;-0,629647566;-1,000169668
0,333;-0,12753521;-0,473361991;-0,708991549;-1,033035019
0,333;-0,296669633;-0,433081945;-0,689155554;-0,934438966
0,333;-0,229015863;-0,372661877;-0,718909547;-0,934438966
0,01;-0,262842748;-0,292101785;-0,758581539;-0,802977563
0,01;-0,398150286;-0,271961762;-0,748663541;-0,770112212
0,01;-0,905553555;-0,171261647;-0,699073552;-0,770112212
0,02;-0,770246017;-0,171261647;-0,689155554;-0,67151616
0,02;-1,007034209;-0,130981602;-0,689155554;-0,67151616
0,02;-0,93938044;-0,05042151;-0,679237556;-0,704381511
0,01;-0,871726671;0,15097872;-0,669319558;-0,704381511
0,01;-0,804072901;0,191258765;-0,708991549;-0,737246862
0,01;-0,770246017;0,171118743;-0,748663541;-0,770112212
0,667;-0,702592248;0,211398788;-0,768499537;-0,868708265
0,667;-0,364323402;0,171118743;-0,808171529;-0,802977563
0,667;-0,296669633;0,392658995;-0,798253531;-0,901573616
0,667;-0,601111594;0,674619316;-0,748663541;-0,967304317
0,667;-0,567284709;0,916299591;-0,828007525;-1,033035019
0,667;-0,634938478;1,097559797;-0,857761519;-1,09876572
0,01;-0,364323402;1,11769982;-0,828007525;-1,197361773
0,01;-0,195188979;1,077419774;-0,867679517;-1,295957825
0,01;0,075426098;0,533639155;-0,927187505;-0,802977563
1,333;0,109252983;0,070418628;-1,006531488;-0,408593354
1,333;0,549002482;0,372518972;-0,976777494;-0,507189406
1,333;0,718136905;0,493359109;-0,99661349;-0,572920108
0,02;0,075426098;0,352378949;-0,986695492;-0,375728003
0,02;-0,702592248;0,271818857;-0,956941498;-0,2442666
0,02;-1,040861093;0,15097872;-0,956941498;-0,474324055
1,667;0,244560521;0,090558651;-0,927187505;-0,770112212
1,667;-0,533457825;0,332238926;-0,966859496;-0,835842914
1,667;-0,804072901;0,251678834;-0,877597515;-0,408593354
0,01;-0,668765363;0,231538811;-0,857761519;-0,474324055
0,01;0,278387406;0,412799018;-0,867679517;-0,704381511
0,01;-0,296669633;0,493359109;-0,907351509;-0,342862652
0,01;0,075426098;0,493359109;-0,937105502;-0,408593354
0,01;-0,093708325;0,352378949;-0,867679517;-0,507189406
0,01;-0,05988144;0,171118743;-0,837925523;-0,441458705
0,667;0,075426098;0,271818857;-0,837925523;-0,638650809
0,667;0,549002482;0,614199247;-0,986695492;-1,09876572
0,667;-0,12753521;0,573919201;-1,036285482;-0,967304317
0,02;-0,364323402;1,419800164;-1,016449486;-0,2442666
0,02;-0,330496517;2,245541104;-0,937105502;-0,441458705
0,02;-1,007034209;1,822600623;-0,927187505;-0,309997301
0,02;-1,582091247;0,714899362;-0,917269507;-0,112805197
0,02;-1,345303055;0,674619316;-0,976777494;-0,112805197
0,02;-0,634938478;0,815599476;-0,976777494;-0,178535898
2,333;-0,49963094;0,956579637;-0,907351509;-0,145670548
2,333;-0,161362094;1,178119889;-0,867679517;-0,2442666
2,333;1,090232636;1,218399935;-0,798253531;-0,342862652
0,667;0,075426098;0,533639155;-0,65940156;-0,474324055
0,667;-1,31147617;-0,010141464;-0,689155554;-0,408593354
0,667;-0,634938478;0,009998559;-0,669319558;-0,638650809
1,333;-0,12753521;-0,090701556;-0,728827545;-0,474324055
1,333;-0,195188979;-0,231681716;-0,768499537;-0,540054757
1,333;-0,229015863;-0,292101785;-0,679237556;-0,408593354
1,667;-0,567284709;-0,171261647;-0,639565564;-0,540054757
1,667;-0,465804055;-0,010141464;-0,60981157;-0,737246862
1,667;-0,668765363;0,090558651;-0,639565564;-0,67151616
0,01;-0,026054556;0,110698674;-0,679237556;-0,770112212
0,01;-0,770246017;0,050278605;-0,639565564;-0,770112212
0,01;0,007772329;0,090558651;-0,689155554;-0,540054757
0,333;-0,161362094;-0,010141464;-0,718909547;-0,737246862
0,333;0,515175598;-0,171261647;-0,768499537;-0,868708265
0,333;0,210733636;-0,292101785;-0,708991549;-0,967304317
0,333;0,176906752;-0,292101785;-0,689155554;-1,09876572
0,333;0,278387406;-0,372661877;-0,65940156;-1,131631071
0,333;-0,093708325;-0,433081945;-0,649483562;-1,197361773
0,667;-0,296669633;-0,473361991;-0,699073552;-1,295957825
0,667;-0,296669633;-0,53378206;-0,738745543;-1,263092474
0,667;-0,431977171;-0,513642037;-0,768499537;-1,263092474
0,667;-0,364323402;-0,553922083;-0,798253531;-1,295957825
0,667;-0,398150286;-0,513642037;-0,808171529;-1,295957825
0,667;-0,431977171;-0,53378206;-0,837925523;-1,328823176
0;-0,364323402;-0,513642037;-0,867679517;-1,328823176
0;-0,330496517;-0,53378206;-0,897433511;-1,295957825
0;-0,398150286;-0,553922083;-0,887515513;-1,263092474
0,667;-0,465804055;-0,553922083;-0,887515513;-1,263092474
0,667;-0,567284709;-0,493502014;-0,887515513;-1,230227123
0,667;-0,49963094;-0,412941922;-0,877597515;-1,164496422
0,333;-0,262842748;-0,372661877;-0,937105502;-1,164496422
0,333;-0,229015863;-0,271961762;-0,897433511;-1,09876572
0,333;0,109252983;-0,110841579;-0,917269507;-1,164496422
0;0,007772329;0,493359109;-0,966859496;-1,263092474
0;0,109252983;0,835739499;-0,976777494;-1,131631071
0;0,481348713;0,473219086;-0,956941498;-0,835842914
0,333;0,379868059;0,956579637;-0,897433511;-0,770112212
0,333;0,853444444;1,238539958;-0,877597515;-0,474324055
0,333;0,921098213;1,782320577;-0,867679517;-0,375728003
1,667;0,413694944;1,8024606;-0,847843521;-0,638650809
1,667;-0,93938044;1,520500279;-0,877597515;-0,507189406
1,667;-0,330496517;1,339240072;-0,857761519;-0,309997301
2,333;-1,649745016;0,332238926;-0,808171529;0,18298296
2,333;-1,717398785;0,211398788;-0,778417535;0,18298296
2,333;-1,717398785;0,171118743;-0,798253531;0,215848311
1,667;-1,548264362;0,15097872;-0,818089527;0,15011761
1,667;-1,446783708;0,29195888;-0,887515513;-0,047074495
1,667;-0,837899786;0,332238926;-0,907351509;-0,079939846
0,01;-0,195188979;0,432939041;-0,917269507;-0,178535898
0,01;0,616656251;0,573919201;-0,897433511;-0,211401249
0,01;-0,973207324;0,694759339;-0,837925523;0,117252259
1,667;-1,548264362;0,654479293;-0,818089527;0,15011761
1,667;-1,31147617;0,694759339;-0,847843521;-0,047074495
1,667;-1,176168632;0,916299591;-0,9470235;0,051521557
0,01;-0,398150286;0,916299591;-0,927187505;0,051521557
0,01;0,075426098;0,97671966;-0,897433511;-0,112805197
0,01;-0,05988144;1,198259912;-0,937105502;-0,277131951
0,01;-0,05988144;0,493359109;-0,847843521;0,248713662
0,01;0,684310021;0,473219086;-0,837925523;0,281579013
0,01;0,785790674;0,533639155;-0,907351509;0,018656206
0,667;-0,05988144;0,77531943;-1,026367484;-0,112805197
0,667;0,481348713;0,594059224;-1,056121478;0,018656206
0,667;0,921098213;0,573919201;-1,115629466;-0,014209144
1,667;0,988751982;0,573919201;-1,026367484;-0,047074495
1,667;0,549002482;0,594059224;-1,026367484;-0,014209144
1,667;1,259367059;1,238539958;-1,085875472;-0,375728003
0,01;1,462328366;0,936439614;-1,085875472;-0,309997301
0,01;1,056405751;1,762180554;-1,085875472;-0,770112212
0,01;0,819617559;1,661480439;-1,09579347;-1,033035019
0,01;-0,093708325;1,580920347;-1,075957474;-1,065900369
0,01;0,244560521;1,339240072;-1,085875472;-0,934438966
0,01;0,143079867;0,573919201;-1,115629466;-0,967304317
0,02;-0,262842748;-0,412941922;-1,125547464;-0,375728003
0,02;-0,262842748;0,030138582;-0,99661349;-0,474324055
0,02;0,515175598;0,916299591;-1,016449486;-0,835842914
0,01;0,447521829;0,714899362;-1,006531488;-0,835842914
0,01;0,988751982;0,332238926;-1,006531488;-0,474324055
0,01;-0,634938478;0,312098903;-1,006531488;-0,507189406
0,667;-0,770246017;0,614199247;-1,026367484;-0,704381511
0,667;-0,465804055;0,815599476;-1,066039476;-0,967304317
0,667;-0,296669633;0,714899362;-1,04620348;-0,638650809
0,667;-0,195188979;0,614199247;-1,036285482;-0,605785458
0,667;-0,49963094;0,251678834;-0,9470235;-0,375728003
0,667;-0,12753521;0,009998559;-0,956941498;-0,375728003
0,667;-0,026054556;0,070418628;-1,056121478;-0,540054757
0,667;-0,229015863;0,211398788;-1,115629466;-0,704381511
0,667;-0,12753521;0,070418628;-1,105711468;-0,770112212
0,333;-0,026054556;0,211398788;-1,105711468;-1,065900369
0,333;-0,093708325;0,211398788;-1,115629466;-1,131631071
0,333;0,109252983;0,251678834;-1,135465462;-1,230227123
0,333;0,244560521;0,191258765;-1,115629466;-1,230227123
0,333;-0,12753521;-0,110841579;-1,135465462;-0,901573616
0,333;-0,567284709;-0,171261647;-1,175137453;-0,835842914
0,333;-0,736419132;-0,171261647;-1,135465462;-0,802977563
0,333;-0,601111594;-0,030281487;-1,066039476;-0,868708265
0,333;-0,973207324;0,070418628;-1,115629466;-0,835842914
1,667;-0,770246017;0,171118743;-1,14538346;-0,770112212
1,667;-0,431977171;0,29195888;-1,165219455;-0,967304317
1,667;-0,12753521;0,432939041;-1,155301457;-1,197361773
0,01;-0,567284709;0,231538811;-1,155301457;-0,868708265
0,01;-0,093708325;0,171118743;-1,155301457;-0,868708265
0,01;0,210733636;0,312098903;-1,14538346;-0,868708265
0,333;0,346041175;0,412799018;-1,125547464;-0,934438966
0,333;0,819617559;-0,030281487;-1,165219455;-0,704381511
0,333;0,143079867;-0,110841579;-1,175137453;-0,868708265
0,333;0,041599213;-0,19140167;-1,036285482;-1,000169668
0,333;0,075426098;0,191258765;-0,927187505;-1,131631071
0,333;0,109252983;0,332238926;-0,877597515;-0,868708265
0,01;-0,093708325;0,392658995;-0,907351509;-0,835842914
0,01;-0,364323402;1,218399935;-0,976777494;-0,901573616
0,01;-0,398150286;1,359380095;-1,016449486;-0,934438966
1,333;-0,093708325;1,157979866;-1,026367484;-0,901573616
1,333;0,075426098;0,916299591;-1,085875472;-0,868708265
1,333;-0,262842748;0,855879522;-1,115629466;-0,835842914
0,333;-0,161362094;1,157979866;-1,155301457;-1,09876572
0,333;0,075426098;1,178119889;-1,165219455;-1,065900369
0,333;0,244560521;1,11769982;-1,075957474;-0,901573616
1,333;0,718136905;1,097559797;-1,085875472;-0,835842914
1,333;0,549002482;0,050278605;-1,115629466;-0,572920108
1,333;0,785790674;0,050278605;-1,125547464;-0,507189406
0;1,157886405;0,030138582;-1,165219455;-0,572920108
0;1,12405952;0,15097872;-1,234645441;-0,67151616
0;1,056405751;0,211398788;-1,244563439;-0,770112212
0;0,954925097;0,191258765;-1,264399435;-0,868708265
0;0,887271328;-0,352521854;-1,284235431;-0,770112212
0;0,785790674;-0,3928019;-1,274317433;-0,934438966
0,667;0,143079867;-0,433081945;-1,313989425;-0,868708265
0,667;-0,668765363;-0,151121624;-1,234645441;-0,67151616
0,667;-0,837899786;-0,110841579;-1,204891447;-0,540054757
0,333;-0,296669633;-0,271961762;-1,313989425;-0,802977563
0,333;0,515175598;-0,030281487;-1,244563439;-0,901573616
0,333;-0,161362094;-0,090701556;-1,254481437;-0,934438966
0,333;0,278387406;-0,110841579;-1,204891447;-0,901573616
0,333;-0,026054556;-0,090701556;-1,244563439;-0,835842914
0,333;-0,804072901;-0,070561533;-1,224727443;-0,737246862
0,01;-0,804072901;-0,05042151;-1,155301457;-0,67151616
0,01;-1,040861093;-0,070561533;-1,214809445;-0,474324055
0,01;-1,074687978;-0,030281487;-1,224727443;-0,342862652
0,667;-0,296669633;0,191258765;-1,224727443;-0,441458705
0,667;0,346041175;0,251678834;-1,224727443;-0,474324055
0,667;0,515175598;0,191258765;-1,254481437;-0,441458705
0,333;0,684310021;0,211398788;-1,244563439;-0,408593354
0,333;1,090232636;0,191258765;-1,304071427;-0,375728003
0,333;1,225540174;0,473219086;-1,254481437;-0,408593354
0,667;1,157886405;0,936439614;-1,294153429;-0,572920108
0,667;0,921098213;0,29195888;-1,294153429;-0,375728003
0,667;0,549002482;-0,030281487;-1,333825421;-0,375728003
0,667;0,785790674;0,614199247;-1,274317433;-0,770112212
0,667;0,616656251;1,137839843;-1,204891447;-1,197361773
0,667;0,210733636;1,077419774;-1,194973449;-1,328823176
0,333;0,549002482;0,795459453;-1,214809445;-1,000169668
0,333;1,056405751;0,513499132;-1,214809445;-0,770112212
0,333;0,988751982;0,372518972;-1,244563439;-0,868708265
0,333;0,515175598;0,271818857;-1,313989425;-0,868708265
0,333;0,447521829;0,171118743;-1,353661417;-0,737246862
0,333;0,075426098;-0,090701556;-1,4330054;-0,704381511
0,333;0,31221429;0,090558651;-1,343743419;-0,638650809
0,333;0,549002482;0,070418628;-1,333825421;-0,638650809
0,333;0,075426098;0,090558651;-1,353661417;-0,474324055
0,667;-0,465804055;0,473219086;-1,333825421;-0,67151616
0,667;-0,398150286;0,513499132;-1,323907423;-0,835842914
0,667;0,176906752;0,493359109;-1,294153429;-1,000169668
0,333;0,007772329;0,352378949;-1,284235431;-0,967304317
0,333;0,143079867;0,312098903;-1,294153429;-0,934438966
0,333;0,007772329;0,473219086;-1,294153429;-1,033035019
0,333;0,007772329;0,412799018;-1,284235431;-1,000169668
0,333;-0,026054556;0,392658995;-1,264399435;-1,033035019
0,333;0,109252983;0,936439614;-1,224727443;-1,000169668
1,667;0,447521829;1,540640302;-1,135465462;-0,737246862
1,667;1,360847712;1,11769982;-1,066039476;-0,277131951
1,667;1,327020828;1,500360256;-1,066039476;0,15011761
0,02;-0,973207324;2,044140875;-1,105711468;0,511636468
0,02;0,447521829;2,003860829;-0,99661349;0,57736717
0,02;1,597635904;2,507361402;-0,897433511;0,511636468
2,667;-0,093708325;3,59492264;-0,897433511;0,675963222
2,667;2,274173596;4,239403374;-0,857761519;0,938886028
2,667;-1,074687978;4,07828319;-0,738745543;1,464731641
3,333;-3,780838745;1,842740645;-0,570139578;2,68074962
3,333;-1,886533208;1,379520118;-0,619729568;2,582153567
3,333;0,413694944;0,896159568;-0,748663541;2,187769358
3,333;-2,292455823;0,936439614;-0,738745543;2,056307955
3,333;-1,379129939;1,097559797;-0,56022158;2,352096112
3,333;0,447521829;3,151842136;-0,530467586;1,793385149
0,03;0,210733636;2,970581929;-0,550303582;1,399000939
0,03;0,853444444;2,749041677;-0,56022158;1,530462342
0,03;2,984538173;1,379520118;-0,629647566;1,596193044
2,667;3,255153249;-0,513642037;-0,56022158;1,694789096
2,667;1,868250981;-0,674762221;-0,203173654;1,366135588
2,667;-0,871726671;-0,271961762;-0,12382967;0,873155327
3,333;0,210733636;0,009998559;-0,203173654;0,413040416
3,333;-1,040861093;0,191258765;-0,242845646;0,445905767
3,333;-1,277649286;0,110698674;-0,153583664;0,248713662
3,333;-1,683571901;-0,19140167;-0,252763643;0,380175065
3,333;-1,142341747;-0,312241808;-0,351943623;0,413040416
3,333;-0,668765363;-0,372661877;-0,51063159;0,215848311
0,01;0,007772329;-0,53378206;-0,441205605;0,084386908
0,01;-0,195188979;-0,553922083;-0,292435635;0,051521557
0,01;0,31221429;-0,674762221;-0,421369609;0,051521557
0,01;-0,161362094;-0,412941922;-0,351943623;-0,474324055
0,01;0,616656251;-0,251821739;-0,312271631;-0,770112212
0,01;0,413694944;-0,412941922;-0,421369609;-0,638650809
0,333;0,379868059;-0,453221968;-0,451123603;-0,572920108
0,333;0,075426098;-0,352521854;-0,371779619;-0,704381511
0,333;-0,05988144;-0,292101785;-0,371779619;-0,835842914
0,333;0,718136905;-0,292101785;-0,381697617;-0,737246862
0,333;0,819617559;-0,312241808;-0,302353633;-0,67151616
0,333;0,210733636;-0,372661877;-0,312271631;-0,770112212
0,01;-0,49963094;-0,493502014;-0,302353633;-0,572920108
0,01;-0,398150286;-0,332381831;-0,381697617;-0,67151616
0,01;0,346041175;-0,271961762;-0,401533613;-0,737246862
0,01;0,650483136;-0,352521854;-0,441205605;-0,737246862
0,01;0,853444444;-0,271961762;-0,371779619;-0,737246862
0,01;0,616656251;-0,271961762;-0,421369609;-0,737246862
0,333;0,31221429;-0,53378206;-0,500713592;-0,770112212
0,333;-0,465804055;-0,594202129;-0,451123603;-0,605785458
0,333;-0,195188979;-0,775462335;-0,342025625;-0,638650809
0,01;-0,465804055;-0,735182289;-0,262681641;-0,638650809
0,01;0,616656251;-0,735182289;-0,22300965;-0,605785458
0,01;-0,262842748;-0,795602358;-0,242845646;-0,572920108
0,667;-0,668765363;-0,835882404;-0,272599639;-0,605785458
0,667;-0,567284709;-0,815742381;-0,302353633;-0,67151616
0,667;-0,431977171;-0,775462335;-0,361861621;-0,737246862
0,01;-0,262842748;-0,775462335;-0,361861621;-0,770112212
0,01;-0,12753521;-0,674762221;-0,322189629;-0,770112212
0,01;0,278387406;-0,654622198;-0,371779619;-0,770112212
0,333;0,31221429;-0,674762221;-0,381697617;-0,770112212
0,333;0,109252983;-0,53378206;-0,332107627;-0,835842914
0,333;-0,161362094;-0,654622198;-0,431287607;-0,770112212
0,01;-0,05988144;-0,735182289;-0,480877596;-0,802977563
0,01;-0,49963094;-0,433081945;-0,371779619;-0,901573616
0,01;0,109252983;-0,372661877;-0,381697617;-0,967304317
0,333;0,007772329;-0,231681716;-0,421369609;-0,967304317
0,333;-0,161362094;-0,110841579;-0,441205605;-1,000169668
0,333;-0,49963094;-0,030281487;-0,470959599;-0,967304317
0,01;-0,195188979;-0,030281487;-0,530467586;-0,868708265
0,01;-0,093708325;0,15097872;-0,580057576;-0,835842914
0,01;-0,567284709;0,996859683;-0,570139578;-1,033035019
2,667;-0,702592248;1,339240072;-0,56022158;-0,770112212
2,667;-0,871726671;1,278820003;-0,550303582;-0,408593354
2,667;-1,040861093;0,271818857;-0,540385584;0,018656206
2,667;-1,548264362;0,312098903;-0,500713592;0,084386908
2,667;-1,717398785;0,493359109;-0,520549588;0,051521557
2,667;-2,157148285;0,312098903;-0,570139578;0,314444364
1,667;-2,157148285;0,332238926;-0,599893572;0,413040416
1,667;-2,190975169;0,312098903;-0,619729568;0,478771117
1,667;-1,954186977;0,312098903;-0,728827545;0,413040416
0,03;-1,412956824;0,271818857;-0,986695492;0,511636468
0,03;-1,818879439;0,453079063;-0,798253531;0,57736717
0,03;-1,480610593;0,533639155;-0,877597515;0,57736717
1,333;-0,736419132;0,674619316;-0,887515513;0,380175065
1,333;-0,973207324;0,714899362;-0,927187505;0,248713662
1,333;-1,345303055;0,755179407;-0,907351509;0,215848311
1,333;-1,446783708;0,956579637;-0,877597515;0,15011761
1,333;-1,379129939;1,037139728;-0,818089527;0,15011761
1,333;-0,330496517;1,137839843;-0,828007525;0,347309714
1,667;0,346041175;0,896159568;-0,828007525;0,281579013
1,667;-0,431977171;0,735039384;-0,808171529;-0,112805197
1,667;-0,398150286;0,735039384;-0,758581539;-0,408593354
0,01;0,616656251;0,795459453;-0,758581539;-0,605785458
0,01;-0,229015863;0,63433927;-0,748663541;-0,375728003
0,01;0,244560521;0,714899362;-0,699073552;-0,375728003
1,667;-0,05988144;0,594059224;-0,708991549;-0,737246862
1,667;0,109252983;0,513499132;-0,728827545;-0,507189406
1,667;0,244560521;0,453079063;-0,738745543;-0,408593354
1,333;0,887271328;0,453079063;-0,748663541;-0,540054757
1,333;1,225540174;0,211398788;-0,798253531;-0,441458705
1,333;0,988751982;0,29195888;-0,808171529;-0,737246862
0,01;0,447521829;0,191258765;-0,768499537;-0,540054757
0,01;-0,431977171;0,15097872;-0,778417535;-0,540054757
0,01;-0,973207324;0,009998559;-0,857761519;-0,408593354
0,01;-0,702592248;-0,151121624;-0,837925523;-0,572920108
0,01;-0,702592248;-0,231681716;-0,847843521;-0,638650809
0,01;-0,364323402;-0,332381831;-0,857761519;-0,67151616
0;-0,330496517;-0,292101785;-0,897433511;-0,835842914
0;-0,330496517;-0,3928019;-0,927187505;-0,770112212
0;-0,05988144;-0,433081945;-0,917269507;-0,737246862
0,333;-0,431977171;-0,312241808;-0,917269507;-0,638650809
0,333;0,109252983;-0,332381831;-0,877597515;-0,638650809
0,333;0,346041175;-0,513642037;-0,857761519;-0,605785458
0,01;-0,533457825;-0,493502014;-0,917269507;-0,572920108
0,01;-0,12753521;-0,211541693;-0,867679517;-0,638650809
0,01;-0,262842748;0,070418628;-0,877597515;-0,901573616
0,667;-0,49963094;0,030138582;-0,907351509;-0,967304317
0,667;-0,229015863;-0,3928019;-1,026367484;-0,934438966
0,667;-0,364323402;-0,473361991;-1,056121478;-0,802977563
0,333;-0,330496517;-0,493502014;-1,04620348;-0,835842914
0,333;-0,093708325;-0,513642037;-1,09579347;-0,901573616
0,333;0,075426098;-0,553922083;-1,244563439;-0,868708265
0,333;-0,296669633;-0,574062106;-1,224727443;-0,835842914
0,333;-0,05988144;-0,513642037;-1,194973449;-0,868708265
0,333;-0,093708325;-0,473361991;-1,204891447;-0,934438966
0,667;0,109252983;-0,574062106;-1,194973449;-0,835842914
0,667;-0,465804055;-0,715042266;-1,214809445;-0,737246862
0,667;-0,702592248;-0,654622198;-1,165219455;-0,737246862
0,333;-0,330496517;-0,654622198;-1,165219455;-0,67151616
0,333;-0,12753521;-0,53378206;-1,026367484;-0,67151616
0,333;-0,601111594;-0,574062106;-1,125547464;-0,67151616
0,01;-0,49963094;-0,332381831;-1,14538346;-0,737246862
0,01;-0,12753521;-0,171261647;-1,125547464;-0,802977563
0,01;0,31221429;0,896159568;-1,066039476;-1,460284579
0,333;0,244560521;1,077419774;-1,105711468;-1,624611333
0,333;0,346041175;1,097559797;-1,105711468;-1,361688526
0,333;-0,229015863;0,513499132;-1,085875472;-1,033035019
0,333;0,075426098;0,372518972;-1,075957474;-0,901573616
0,333;0,143079867;0,573919201;-1,036285482;-0,868708265
0,333;0,413694944;0,654479293;-1,056121478;-0,770112212
0,01;-0,195188979;0,916299591;-1,066039476;-0,868708265
0,01;-1,412956824;0,110698674;-0,976777494;-0,342862652
0,01;-0,49963094;0,251678834;-1,026367484;-0,638650809
1,667;0,143079867;0,110698674;-0,907351509;-0,737246862
1,667;0,582829367;0,251678834;-0,837925523;-0,967304317
1,667;-1,007034209;0,191258765;-0,738745543;-0,67151616
1,667;-0,702592248;0,271818857;-0,748663541;-0,704381511
1,667;-0,668765363;0,271818857;-0,778417535;-0,835842914
1,667;-0,398150286;0,29195888;-0,818089527;-0,835842914
0,333;0,176906752;0,312098903;-0,847843521;-0,67151616
0,333;0,650483136;0,191258765;-0,867679517;-0,638650809
0,333;0,616656251;0,130838697;-0,847843521;-0,67151616
0,333;0,244560521;-0,271961762;-0,99661349;-0,572920108
0,333;0,481348713;-0,3928019;-0,986695492;-0,540054757
0,333;0,075426098;-0,231681716;-0,877597515;-0,540054757
0,333;0,244560521;-0,292101785;-0,927187505;-0,540054757
0,333;0,041599213;-0,735182289;-1,105711468;-0,507189406
0,333;0,007772329;-0,19140167;-0,9470235;-0,67151616
0,01;-0,161362094;0,110698674;-0,877597515;-0,605785458
0,01;-0,093708325;-0,312241808;-1,016449486;-0,572920108
